J, Jp,  transition energy (au), line strength (au), the level inverse lifetime (au), transition energy (nm) ,linewidth (Hz)
9.0,9.0,0.28561864,0.000518,0.0,159.0,0.0
9.0,8.0,0.28572389,0.01535,0.0,159.0,0.0
9.0,8.0,0.2861089,2.551e-8,0.0,159.0,0.0
9.0,10.0,0.2862383,7.712e-5,0.0,159.0,0.0
9.0,9.0,0.28674724,0.0003656,0.0,159.0,0.0
9.0,9.0,0.28711949,0.002496,0.0,159.0,0.0
9.0,10.0,0.28729673,0.000526,0.0,159.0,0.0
9.0,8.0,0.28825402,8.949e-5,0.0,158.0,0.0
9.0,8.0,0.28847728,1.428e-6,0.0,158.0,0.0
9.0,8.0,0.2889484,2.55e-6,0.0,158.0,0.0
9.0,8.0,0.28896571,0.001307,0.0,158.0,0.0
9.0,9.0,0.28901902,0.001262,0.0,158.0,0.0
9.0,9.0,0.28941041,0.00143,0.0,157.0,0.0
9.0,8.0,0.28997494,0.0001016,0.0,157.0,0.0
9.0,8.0,0.29052808,0.0001894,0.0,157.0,0.0
9.0,9.0,0.29059961,0.2381,0.0,157.0,0.0
9.0,9.0,0.29100148,0.008311,0.0,157.0,0.0
9.0,8.0,0.29105752,0.0005796,0.0,157.0,0.0
9.0,8.0,0.29185443,0.0004682,0.0,156.0,0.0
9.0,10.0,0.29210912,0.0005906,0.0,156.0,0.0
9.0,9.0,0.29215788,5.706e-6,0.0,156.0,0.0
9.0,10.0,0.29270783,0.001075,0.0,156.0,0.0
9.0,8.0,0.29316255,0.003753,0.0,155.0,0.0
9.0,8.0,0.29338763,0.002545,0.0,155.0,0.0
9.0,9.0,0.2940246,0.03106,0.0,155.0,0.0
9.0,10.0,0.29428113,0.0008726,0.0,155.0,0.0
9.0,8.0,0.29440825,3.944e-5,0.0,155.0,0.0
9.0,8.0,0.2952252,0.01309,0.0,154.0,0.0
9.0,8.0,0.29531815,0.001129,0.0,154.0,0.0
9.0,8.0,0.29593416,0.002071,0.0,154.0,0.0
9.0,9.0,0.29632965,0.02172,0.0,154.0,0.0
9.0,8.0,0.2967019,0.04621,0.0,154.0,0.0
9.0,10.0,0.2968591,1.914e-5,0.0,153.0,0.0
9.0,9.0,0.29687049,7.066e-7,0.0,153.0,0.0
9.0,8.0,0.29719809,0.0002244,0.0,153.0,0.0
9.0,9.0,0.29850894,0.0006288,0.0,153.0,0.0
9.0,8.0,0.29892812,0.002289,0.0,152.0,0.0
9.0,10.0,0.29898781,0.002363,0.0,152.0,0.0
9.0,9.0,0.29994692,0.004071,0.0,152.0,0.0
9.0,8.0,0.30007176,0.002296,0.0,152.0,0.0
9.0,9.0,0.30017975,0.0002879,0.0,152.0,0.0
9.0,10.0,0.30034651,2.695e-5,0.0,152.0,0.0
9.0,8.0,0.30034788,3.575e-5,0.0,152.0,0.0
9.0,9.0,0.3004873,0.00103,0.0,152.0,0.0
9.0,8.0,0.30075749,0.005239,0.0,151.0,0.0
9.0,10.0,0.3015872,0.003458,0.0,151.0,0.0
9.0,10.0,0.30168425,0.0003233,0.0,151.0,0.0
9.0,8.0,0.30177173,0.0001562,0.0,151.0,0.0
9.0,9.0,0.30190386,2.691e-5,0.0,151.0,0.0
9.0,8.0,0.30221734,0.001142,0.0,151.0,0.0
9.0,9.0,0.30230846,0.006426,0.0,151.0,0.0
9.0,8.0,0.30268208,0.001329,0.0,150.0,0.0
9.0,8.0,0.3031409,0.0004979,0.0,150.0,0.0
9.0,9.0,0.30326256,0.001012,0.0,150.0,0.0
9.0,8.0,0.303905,0.0002037,0.0,150.0,0.0
9.0,9.0,0.30394145,0.01077,0.0,150.0,0.0
9.0,10.0,0.30395968,0.0001791,0.0,150.0,0.0
9.0,8.0,0.30441759,0.002611,0.0,150.0,0.0
9.0,10.0,0.30466363,0.0001351,0.0,150.0,0.0
9.0,8.0,0.30491468,4.012e-8,0.0,149.0,0.0
9.0,10.0,0.30535072,0.0003039,0.0,149.0,0.0
9.0,8.0,0.3054988,0.004515,0.0,149.0,0.0
9.0,9.0,0.30591799,3.628e-5,0.0,149.0,0.0
9.0,9.0,0.30628204,0.001536,0.0,149.0,0.0
9.0,9.0,0.30650666,0.001391,0.0,149.0,0.0
9.0,8.0,0.30661237,2.99e-6,0.0,149.0,0.0
9.0,10.0,0.30674769,2.949e-5,0.0,148.0,0.0
9.0,8.0,0.30717189,4.911e-5,0.0,148.0,0.0
9.0,9.0,0.3076585,0.01774,0.0,148.0,0.0
9.0,8.0,0.30766944,4.382e-5,0.0,148.0,0.0
9.0,10.0,0.3076904,4.437e-5,0.0,148.0,0.0
9.0,10.0,0.30828135,0.005603,0.0,148.0,0.0
9.0,9.0,0.30837157,0.008448,0.0,148.0,0.0
9.0,9.0,0.30891559,0.00583,0.0,147.0,0.0
9.0,8.0,0.30897938,2.89e-5,0.0,147.0,0.0
9.0,8.0,0.30998588,0.002453,0.0,147.0,0.0
9.0,9.0,0.30999818,7.469e-6,0.0,147.0,0.0
9.0,8.0,0.31050347,2.184e-6,0.0,147.0,0.0
9.0,8.0,0.31075225,0.0004555,0.0,147.0,0.0
9.0,9.0,0.31109625,0.0001608,0.0,146.0,0.0
9.0,8.0,0.31131222,3.666e-5,0.0,146.0,0.0
9.0,9.0,0.31147352,0.001797,0.0,146.0,0.0
9.0,9.0,0.31158059,0.002193,0.0,146.0,0.0
9.0,8.0,0.31219296,0.0005687,0.0,146.0,0.0
9.0,10.0,0.31220617,0.004757,0.0,146.0,0.0
9.0,9.0,0.31239207,0.003485,0.0,146.0,0.0
9.0,8.0,0.31259984,6.874e-5,0.0,146.0,0.0
9.0,8.0,0.3129885,0.0002108,0.0,146.0,0.0
9.0,9.0,0.31327919,0.001187,0.0,145.0,0.0
9.0,8.0,0.31344322,0.0001834,0.0,145.0,0.0
9.0,10.0,0.31400319,0.0001605,0.0,145.0,0.0
9.0,9.0,0.3141777,0.002659,0.0,145.0,0.0
9.0,10.0,0.31434172,0.0005841,0.0,145.0,0.0
9.0,8.0,0.31480282,1.772e-8,0.0,145.0,0.0
9.0,9.0,0.31488302,0.0007263,0.0,145.0,0.0
9.0,8.0,0.31496139,0.0001611,0.0,145.0,0.0
9.0,8.0,0.31569951,0.0005,0.0,144.0,0.0
9.0,8.0,0.31604716,2.847e-7,0.0,144.0,0.0
9.0,8.0,0.31615286,0.0002081,0.0,144.0,0.0
9.0,9.0,0.31676159,0.002908,0.0,144.0,0.0
9.0,8.0,0.31718715,0.0002682,0.0,144.0,0.0
9.0,10.0,0.31724775,0.001599,0.0,144.0,0.0
9.0,8.0,0.31768379,0.0007062,0.0,143.0,0.0
9.0,9.0,0.31823738,7.034e-5,0.0,143.0,0.0
9.0,8.0,0.31851395,5.705e-5,0.0,143.0,0.0
9.0,8.0,0.31912268,0.0001976,0.0,143.0,0.0
9.0,10.0,0.31915959,7.942e-5,0.0,143.0,0.0
9.0,8.0,0.31964666,0.0001013,0.0,143.0,0.0
9.0,10.0,0.31971181,0.008782,0.0,142.0,0.0
9.0,9.0,0.32049778,7.85e-5,0.0,142.0,0.0
9.0,8.0,0.32092653,9.543e-5,0.0,142.0,0.0
9.0,9.0,0.32118123,0.0008204,0.0,142.0,0.0
9.0,9.0,0.32171523,0.000652,0.0,142.0,0.0
9.0,8.0,0.32209295,6.0e-6,0.0,141.0,0.0
9.0,9.0,0.32214899,0.0001325,0.0,141.0,0.0
9.0,10.0,0.32226518,0.0002406,0.0,141.0,0.0
9.0,10.0,0.32249618,1.001e-5,0.0,141.0,0.0
9.0,8.0,0.32292858,0.000126,0.0,141.0,0.0
9.0,9.0,0.32338239,0.008864,0.0,141.0,0.0
9.0,10.0,0.32433648,2.195e-6,0.0,140.0,0.0
9.0,8.0,0.32450006,6.67e-5,0.0,140.0,0.0
9.0,8.0,0.32478164,0.0003231,0.0,140.0,0.0
9.0,8.0,0.32539856,8.448e-7,0.0,140.0,0.0
9.0,9.0,0.3255029,0.0003091,0.0,140.0,0.0
9.0,9.0,0.32624285,3.28e-5,0.0,140.0,0.0
9.0,8.0,0.32673676,1.97e-5,0.0,139.0,0.0
9.0,10.0,0.32710719,1.095e-5,0.0,139.0,0.0
9.0,8.0,0.32758013,2.058e-5,0.0,139.0,0.0
9.0,10.0,0.32777925,8.904e-5,0.0,139.0,0.0
9.0,9.0,0.32795102,8.2e-5,0.0,139.0,0.0
9.0,9.0,0.32812006,0.0002548,0.0,139.0,0.0
9.0,8.0,0.32872787,3.876e-5,0.0,139.0,0.0
9.0,8.0,0.3293161,5.867e-8,0.0,138.0,0.0
9.0,10.0,0.3303276,3.514e-5,0.0,138.0,0.0
9.0,9.0,0.33102836,2.428e-5,0.0,138.0,0.0
9.0,8.0,0.33104294,5.017e-5,0.0,138.0,0.0
9.0,8.0,0.33200706,8.289e-6,0.0,137.0,0.0
9.0,9.0,0.33256977,1.301e-5,0.0,137.0,0.0
9.0,8.0,0.33264267,0.0001543,0.0,137.0,0.0
9.0,8.0,0.333199,6.328e-5,0.0,137.0,0.0
9.0,10.0,0.33432942,1.777e-6,0.0,136.0,0.0
9.0,9.0,0.33437499,6.019e-7,0.0,136.0,0.0
9.0,8.0,0.33444424,7.548e-6,0.0,136.0,0.0
9.0,9.0,0.33548217,3.741e-6,0.0,136.0,0.0
9.0,9.0,0.33594145,2.494e-5,0.0,136.0,0.0
9.0,9.0,0.3366691,4.178e-6,0.0,135.0,0.0
9.0,8.0,0.33676113,0.0001116,0.0,135.0,0.0
9.0,10.0,0.33697665,3.326e-6,0.0,135.0,0.0
9.0,8.0,0.33738034,8.338e-7,0.0,135.0,0.0
9.0,8.0,0.33793439,0.0001176,0.0,135.0,0.0
9.0,8.0,0.33848844,0.0009342,0.0,135.0,0.0
9.0,9.0,0.33861875,5.784e-6,0.0,135.0,0.0
9.0,10.0,0.33922975,4.38e-5,0.0,134.0,0.0
9.0,8.0,0.33999886,0.0003915,0.0,134.0,0.0
9.0,10.0,0.34044174,3.344e-5,0.0,134.0,0.0
9.0,9.0,0.34064267,0.0001921,0.0,134.0,0.0
9.0,8.0,0.34074792,0.0001226,0.0,134.0,0.0
9.0,9.0,0.34165372,2.543e-7,0.0,133.0,0.0
9.0,10.0,0.3420287,2.004e-6,0.0,133.0,0.0
9.0,8.0,0.34226746,0.0002939,0.0,133.0,0.0
9.0,9.0,0.34228158,2.868e-6,0.0,133.0,0.0
9.0,9.0,0.34360702,8.392e-5,0.0,133.0,0.0
9.0,9.0,0.34386308,8.348e-6,0.0,132.0,0.0
9.0,8.0,0.34415469,0.0002126,0.0,132.0,0.0
9.0,8.0,0.34444493,2.306e-5,0.0,132.0,0.0
9.0,9.0,0.34486866,0.0002024,0.0,132.0,0.0
9.0,10.0,0.34501902,0.0002336,0.0,132.0,0.0
9.0,8.0,0.34512108,6.414e-6,0.0,132.0,0.0
9.0,9.0,0.3457371,3.159e-5,0.0,132.0,0.0
9.0,8.0,0.34578676,5.432e-6,0.0,132.0,0.0
9.0,10.0,0.34646657,0.0003043,0.0,131.0,0.0
9.0,8.0,0.34739697,1.767e-5,0.0,131.0,0.0
9.0,8.0,0.34759335,1.347e-5,0.0,131.0,0.0
9.0,8.0,0.34829457,1.513e-6,0.0,131.0,0.0
9.0,9.0,0.34903224,2.265e-5,0.0,131.0,0.0
9.0,8.0,0.34939811,3.467e-5,0.0,130.0,0.0
9.0,8.0,0.34975533,0.0005592,0.0,130.0,0.0
9.0,10.0,0.35137145,1.871e-5,0.0,130.0,0.0
9.0,9.0,0.35151407,0.0008416,0.0,130.0,0.0
9.0,9.0,0.35164073,2.624e-6,0.0,130.0,0.0
9.0,10.0,0.35192004,2.714e-5,0.0,129.0,0.0
9.0,8.0,0.3519861,3.082e-5,0.0,129.0,0.0
9.0,8.0,0.3524062,0.0003967,0.0,129.0,0.0
9.0,8.0,0.35305775,0.0001692,0.0,129.0,0.0
9.0,9.0,0.35308463,0.001301,0.0,129.0,0.0
9.0,9.0,0.35464153,8.399e-6,0.0,128.0,0.0
9.0,8.0,0.35511311,4.137e-6,0.0,128.0,0.0
9.0,10.0,0.35558834,2.133e-5,0.0,128.0,0.0
9.0,8.0,0.35583438,3.348e-5,0.0,128.0,0.0
9.0,10.0,0.35636838,2.256e-5,0.0,128.0,0.0
9.0,9.0,0.35639025,0.0004761,0.0,128.0,0.0
9.0,8.0,0.35674382,1.302e-5,0.0,128.0,0.0
9.0,9.0,0.35703041,3.664e-5,0.0,128.0,0.0
9.0,10.0,0.35758036,3.045e-5,0.0,127.0,0.0
9.0,8.0,0.35758127,3.878e-5,0.0,127.0,0.0
9.0,9.0,0.35998246,6.705e-5,0.0,127.0,0.0
9.0,8.0,0.36036929,3.849e-6,0.0,126.0,0.0
9.0,8.0,0.36156396,9.927e-5,0.0,126.0,0.0
9.0,9.0,0.36185967,1.843e-6,0.0,126.0,0.0
9.0,8.0,0.36223055,8.617e-6,0.0,126.0,0.0
9.0,9.0,0.36329263,3.015e-6,0.0,125.0,0.0
9.0,8.0,0.36367172,1.839e-5,0.0,125.0,0.0
9.0,10.0,0.36572252,5.315e-6,0.0,125.0,0.0
9.0,9.0,0.36576626,3.454e-6,0.0,125.0,0.0
9.0,8.0,0.36664153,7.863e-6,0.0,124.0,0.0
9.0,8.0,0.36883449,3.233e-6,0.0,124.0,0.0
9.0,9.0,0.36947511,6.194e-6,0.0,123.0,0.0
9.0,8.0,0.37042784,1.079e-7,0.0,123.0,0.0
9.0,9.0,0.37225948,3.162e-5,0.0,122.0,0.0
9.0,9.0,0.3734742,0.0001037,0.0,122.0,0.0
9.0,8.0,0.3739476,7.59e-7,0.0,122.0,0.0
9.0,10.0,0.37448753,0.0005048,0.0,122.0,0.0
9.0,8.0,0.37479007,0.0001296,0.0,122.0,0.0
9.0,8.0,0.3761278,6.975e-5,0.0,121.0,0.0
9.0,8.0,0.3773694,9.687e-7,0.0,121.0,0.0
9.0,8.0,0.37819866,0.04012,0.0,120.0,0.0
9.0,9.0,0.37961841,0.005793,0.0,120.0,0.0
9.0,8.0,0.38059209,0.007071,0.0,120.0,0.0
9.0,9.0,0.38130015,7.351e-5,0.0,119.0,0.0
9.0,10.0,0.38148012,0.0006727,0.0,119.0,0.0
9.0,8.0,0.38366169,0.009194,0.0,119.0,0.0
9.0,8.0,0.38467639,2.763e-5,0.0,118.0,0.0
9.0,10.0,0.38580134,0.002938,0.0,118.0,0.0
9.0,9.0,0.386344,0.0231,0.0,118.0,0.0
9.0,8.0,0.38709944,0.004951,0.0,118.0,0.0
9.0,8.0,0.3874685,6.873e-6,0.0,118.0,0.0
9.0,10.0,0.38754049,9.82e-6,0.0,118.0,0.0
9.0,9.0,0.38845358,1.075e-5,0.0,117.0,0.0
9.0,9.0,0.3887019,0.005783,0.0,117.0,0.0
9.0,8.0,0.38883221,0.006589,0.0,117.0,0.0
9.0,10.0,0.38993667,0.004383,0.0,117.0,0.0
9.0,9.0,0.39037863,6.513e-5,0.0,117.0,0.0
9.0,8.0,0.39105114,0.00428,0.0,116.0,0.0
9.0,10.0,0.3913833,0.001315,0.0,116.0,0.0
9.0,9.0,0.39154915,6.264e-6,0.0,116.0,0.0
9.0,9.0,0.39230687,0.001142,0.0,116.0,0.0
9.0,8.0,0.39253605,0.0004291,0.0,116.0,0.0
9.0,8.0,0.39312837,0.005243,0.0,116.0,0.0
9.0,9.0,0.39366283,0.02431,0.0,116.0,0.0
9.0,8.0,0.39415719,0.009615,0.0,116.0,0.0
9.0,9.0,0.39469074,0.00138,0.0,115.0,0.0
9.0,9.0,0.39470714,0.0002467,0.0,115.0,0.0
9.0,8.0,0.39531222,0.002527,0.0,115.0,0.0
9.0,8.0,0.39589908,0.001967,0.0,115.0,0.0
9.0,8.0,0.39851988,0.0002809,0.0,114.0,0.0
9.0,10.0,0.39874678,0.0008793,0.0,114.0,0.0
9.0,8.0,0.39894225,0.001612,0.0,114.0,0.0
9.0,8.0,0.39946805,1.75e-5,0.0,114.0,0.0
9.0,8.0,0.39979656,8.848e-5,0.0,114.0,0.0
9.0,8.0,0.39986217,0.0006508,0.0,114.0,0.0
9.0,9.0,0.39996241,0.001226,0.0,114.0,0.0
9.0,9.0,0.40065178,0.02615,0.0,114.0,0.0
9.0,10.0,0.40090284,0.0002688,0.0,114.0,0.0
9.0,9.0,0.40099032,0.004022,0.0,114.0,0.0
9.0,8.0,0.40165691,0.0005952,0.0,113.0,0.0
9.0,8.0,0.40226563,0.001763,0.0,113.0,0.0
9.0,10.0,0.40337829,0.0001534,0.0,113.0,0.0
9.0,8.0,0.40355006,0.004028,0.0,113.0,0.0
9.0,10.0,0.40377879,0.004242,0.0,113.0,0.0
9.0,9.0,0.40497756,0.008963,0.0,112.0,0.0
9.0,10.0,0.40512929,2.425e-8,0.0,112.0,0.0
9.0,8.0,0.40529833,0.0002219,0.0,112.0,0.0
9.0,8.0,0.40652945,0.0001772,0.0,112.0,0.0
9.0,8.0,0.40670213,0.000486,0.0,112.0,0.0
9.0,10.0,0.40683335,0.0009827,0.0,112.0,0.0
9.0,9.0,0.40756054,0.01537,0.0,112.0,0.0
9.0,9.0,0.40772776,0.03118,0.0,112.0,0.0
9.0,8.0,0.40892425,0.000104,0.0,111.0,0.0
9.0,8.0,0.40921631,0.0003075,0.0,111.0,0.0
9.0,9.0,0.40992983,2.449e-5,0.0,111.0,0.0
9.0,8.0,0.41085477,0.007479,0.0,111.0,0.0
9.0,9.0,0.41085522,9.231e-5,0.0,111.0,0.0
9.0,9.0,0.41160474,2.545e-5,0.0,111.0,0.0
9.0,8.0,0.41284634,0.0001695,0.0,110.0,0.0
9.0,9.0,0.41316984,6.179e-5,0.0,110.0,0.0
9.0,9.0,0.41460736,0.0008484,0.0,110.0,0.0
9.0,8.0,0.41474177,6.557e-7,0.0,110.0,0.0
9.0,8.0,0.41519011,3.101e-6,0.0,110.0,0.0
9.0,9.0,0.41575373,1.295e-6,0.0,110.0,0.0
9.0,8.0,0.41645632,0.0003772,0.0,109.0,0.0
9.0,8.0,0.41806333,5.883e-5,0.0,109.0,0.0
9.0,10.0,0.4185618,7.774e-6,0.0,109.0,0.0
9.0,8.0,0.41910263,6.792e-5,0.0,109.0,0.0
9.0,8.0,0.41983119,4.917e-5,0.0,108.0,0.0
9.0,9.0,0.42013464,0.0009187,0.0,108.0,0.0
9.0,10.0,0.42151293,0.0002325,0.0,108.0,0.0
9.0,8.0,0.42153617,5.724e-7,0.0,108.0,0.0
9.0,8.0,0.42229571,7.018e-5,0.0,108.0,0.0
9.0,8.0,0.42355097,6.74e-5,0.0,108.0,0.0
9.0,9.0,0.42371045,7.863e-6,0.0,108.0,0.0
9.0,8.0,0.42496662,4.709e-9,0.0,107.0,0.0
9.0,9.0,0.42512017,0.0002058,0.0,107.0,0.0
9.0,10.0,0.42525641,0.0001165,0.0,107.0,0.0
9.0,8.0,0.42695911,0.0001769,0.0,107.0,0.0
9.0,9.0,0.4273063,0.0003157,0.0,107.0,0.0
9.0,8.0,0.4281843,4.74e-7,0.0,106.0,0.0
9.0,8.0,0.42855428,4.635e-8,0.0,106.0,0.0
9.0,9.0,0.42971842,0.0005965,0.0,106.0,0.0
9.0,10.0,0.4303882,0.0001664,0.0,106.0,0.0
9.0,9.0,0.43076729,0.001101,0.0,106.0,0.0
9.0,8.0,0.43085887,0.0002239,0.0,106.0,0.0
9.0,8.0,0.4317633,0.0001253,0.0,106.0,0.0
9.0,8.0,0.43191913,0.0001478,0.0,105.0,0.0
9.0,9.0,0.43242442,0.001334,0.0,105.0,0.0
9.0,8.0,0.43348878,1.419e-5,0.0,105.0,0.0
9.0,8.0,0.43508258,0.0001534,0.0,105.0,0.0
9.0,10.0,0.43689828,0.0001323,0.0,104.0,0.0
9.0,9.0,0.43756624,0.0003432,0.0,104.0,0.0
9.0,9.0,0.43809067,0.0006002,0.0,104.0,0.0
9.0,8.0,0.43830208,0.0001589,0.0,104.0,0.0
9.0,8.0,0.43885203,1.239e-5,0.0,104.0,0.0
9.0,10.0,0.43885386,2.943e-6,0.0,104.0,0.0
9.0,8.0,0.4411024,0.0004029,0.0,103.0,0.0
9.0,8.0,0.44212484,0.0003594,0.0,103.0,0.0
9.0,8.0,0.44321426,2.141e-5,0.0,103.0,0.0
9.0,9.0,0.44362023,0.0001777,0.0,103.0,0.0
9.0,8.0,0.4446208,3.165e-5,0.0,102.0,0.0
9.0,9.0,0.44498348,0.0004101,0.0,102.0,0.0
9.0,9.0,0.44544823,0.0007597,0.0,102.0,0.0
9.0,8.0,0.4474193,4.018e-5,0.0,102.0,0.0
9.0,9.0,0.44837111,7.19e-5,0.0,102.0,0.0
9.0,8.0,0.45024012,6.609e-7,0.0,101.0,0.0
9.0,8.0,0.45185351,7.106e-5,0.0,101.0,0.0
9.0,8.0,0.45344549,1.097e-6,0.0,100.0,0.0
9.0,8.0,0.45438091,5.937e-5,0.0,100.0,0.0
9.0,8.0,0.45619387,3.675e-7,0.0,100.0,0.0
