8.0,7.0,3.8816312e-02,8.438e-04,2.025e-15
8.0,7.0,5.7660918e-02,5.281e-05,1.550e-15
8.0,7.0,6.5464449e-02,4.829e-02,4.645e-13
8.0,7.0,6.9232623e-02,6.022e-01,7.029e-12
8.0,7.0,7.6062741e-02,2.109e+00,3.210e-11
8.0,7.0,8.0591867e-02,1.712e-01,3.628e-12
8.0,7.0,8.3562137e-02,4.496e-01,9.982e-12
8.0,7.0,8.3990249e-02,7.983e-02,1.765e-12
8.0,7.0,8.5918852e-02,5.163e-01,1.159e-11
8.0,7.0,9.0705137e-02,7.434e-02,4.211e-12
8.0,7.0,9.3338193e-02,1.735e-01,5.820e-12
8.0,7.0,9.4618020e-02,2.704e-04,2.697e-11
8.0,7.0,9.8759677e-02,8.192e+00,2.764e-10
8.0,7.0,9.9252352e-02,4.760e+00,1.619e-10
8.0,7.0,1.0051846e-01,4.669e-02,2.056e-12
8.0,7.0,1.0698152e-01,1.057e-01,4.917e-12
8.0,7.0,1.1258216e-01,9.286e+01,4.639e-09
8.0,7.0,1.1348381e-01,4.648e+00,2.371e-10
8.0,7.0,1.2496676e-01,1.763e-03,4.346e-11
8.0,7.0,1.2682506e-01,7.125e-03,4.949e-09
8.0,7.0,1.4015583e-01,8.229e-03,1.862e-11
8.0,7.0,1.4115002e-01,1.968e-03,1.884e-12
8.0,7.0,1.4443695e-01,7.693e-01,1.721e-10
8.0,7.0,1.5357193e-01,6.020e+00,7.956e-10
8.0,7.0,1.5761841e-01,4.404e-01,3.249e-10
8.0,7.0,1.5873471e-01,8.164e-04,2.782e-11
8.0,7.0,1.6125026e-01,4.737e+00,6.988e-10
8.0,7.0,1.6211687e-01,5.586e-01,1.226e-10
8.0,7.0,1.6226222e-01,6.798e-02,1.892e-11
8.0,7.0,1.6643217e-01,1.380e+00,2.226e-10
8.0,7.0,1.6893633e-01,8.361e+00,1.409e-09
8.0,7.0,1.6945165e-01,4.591e-02,4.305e-11
8.0,7.0,1.6963390e-01,3.176e-01,6.050e-11
8.0,7.0,1.6992140e-01,1.578e-01,3.671e-11
8.0,7.0,1.7483996e-01,2.048e+00,5.851e-10
8.0,7.0,1.7584736e-01,5.283e-02,1.427e-11
8.0,7.0,1.7738467e-01,9.097e-05,6.070e-12
8.0,7.0,1.7826905e-01,7.905e-02,5.919e-11
8.0,7.0,1.7843581e-01,2.207e-02,1.040e-10
8.0,7.0,1.7986377e-01,2.979e-03,4.347e-11
8.0,7.0,1.8216380e-01,1.649e-01,1.484e-10
8.0,7.0,1.8441235e-01,7.233e-03,1.373e-11
8.0,7.0,1.8555280e-01,4.110e-02,5.044e-10
8.0,7.0,1.8642260e-01,7.494e-02,3.107e-10
8.0,7.0,1.8694977e-01,9.504e-04,2.900e-11
8.0,7.0,1.8925345e-01,1.149e-01,9.269e-10
8.0,7.0,1.9048320e-01,5.060e-03,2.700e-10
8.0,7.0,1.9065953e-01,1.620e-01,7.342e-10
8.0,7.0,1.9209842e-01,3.078e-03,4.238e-12
8.0,7.0,1.9331450e-01,5.443e-03,2.229e-10
8.0,7.0,1.9479121e-01,1.644e-01,4.287e-10
8.0,7.0,1.9522406e-01,1.107e-01,3.722e-10
8.0,7.0,1.9578312e-01,3.863e-03,4.843e-10
8.0,7.0,1.9628705e-01,7.239e-01,5.385e-10
8.0,7.0,1.9773961e-01,2.299e-01,4.752e-10
8.0,7.0,1.9963322e-01,3.094e-03,3.114e-11
8.0,7.0,1.9996993e-01,6.335e-01,3.602e-10
8.0,7.0,2.0054630e-01,2.178e-02,1.560e-11
8.0,7.0,2.0202574e-01,1.073e-05,1.468e-11
8.0,7.0,2.0238023e-01,3.092e-03,8.179e-10
8.0,7.0,2.0429024e-01,7.798e-02,2.576e-10
8.0,7.0,2.0566169e-01,7.751e-03,6.485e-10
8.0,7.0,2.0748103e-01,8.289e-04,2.030e-10
8.0,7.0,2.0811482e-01,3.081e-02,5.277e-10
8.0,7.0,2.0875635e-01,1.851e-03,1.030e-10
8.0,7.0,2.1061351e-01,1.028e-02,5.434e-10
8.0,7.0,2.1182823e-01,2.669e-03,4.907e-11
8.0,7.0,2.1288347e-01,8.031e-04,5.721e-11
8.0,7.0,2.1381570e-01,6.688e-02,3.292e-10
8.0,7.0,2.1440802e-01,5.650e-03,1.748e-10
8.0,7.0,2.1495250e-01,5.026e-04,1.339e-09
8.0,7.0,2.1672719e-01,1.376e-02,4.676e-10
8.0,7.0,2.1827361e-01,3.210e-02,4.424e-10
8.0,7.0,2.1874838e-01,6.549e-03,6.992e-11
8.0,7.0,2.1949151e-01,2.328e-03,7.280e-12
8.0,7.0,2.2047067e-01,7.440e-02,2.191e-10
8.0,7.0,2.2187812e-01,3.592e-03,2.642e-10
8.0,7.0,2.2263538e-01,2.356e-04,5.946e-11
8.0,7.0,2.2382094e-01,1.134e-03,9.590e-11
8.0,7.0,2.2386012e-01,1.883e-02,2.780e-10
8.0,7.0,2.2452808e-01,3.112e-02,2.543e-10
8.0,7.0,2.2522520e-01,4.904e-03,1.290e-11
8.0,7.0,2.2673835e-01,2.834e-04,1.471e-11
8.0,7.0,2.2698576e-01,6.957e-03,3.817e-10
8.0,7.0,2.2714068e-01,2.558e-04,3.110e-11
8.0,7.0,2.2808839e-01,7.187e-03,0.000e+00
8.0,7.0,2.2874086e-01,5.483e-04,0.000e+00
8.0,7.0,2.2982162e-01,3.801e-06,0.000e+00
8.0,7.0,2.3189794e-01,1.029e-03,0.000e+00
8.0,7.0,2.3356282e-01,8.843e-03,0.000e+00
8.0,7.0,2.3413145e-01,1.313e-02,0.000e+00
8.0,7.0,2.3470646e-01,8.844e-02,0.000e+00
8.0,7.0,2.3515161e-01,1.192e-01,0.000e+00
8.0,7.0,2.3608475e-01,9.426e-03,0.000e+00
8.0,7.0,2.3724479e-01,4.269e-02,0.000e+00
8.0,7.0,2.3929012e-01,3.330e-03,0.000e+00
8.0,7.0,2.4004966e-01,1.465e-04,0.000e+00
8.0,7.0,2.4027930e-01,5.047e-05,0.000e+00
8.0,7.0,2.4116733e-01,6.303e-07,0.000e+00
8.0,7.0,2.4154232e-01,5.305e-06,0.000e+00
8.0,7.0,2.4307871e-01,4.164e-03,0.000e+00
8.0,7.0,2.4471808e-01,6.020e-02,0.000e+00
8.0,7.0,2.4620572e-01,3.324e-02,0.000e+00
8.0,7.0,2.4750837e-01,7.997e-04,0.000e+00
8.0,7.0,2.4946577e-01,1.278e-03,0.000e+00
8.0,7.0,2.5077982e-01,5.275e-03,0.000e+00
8.0,7.0,2.5168607e-01,2.222e-02,0.000e+00
8.0,7.0,2.5303702e-01,2.799e-02,0.000e+00
8.0,7.0,2.5357376e-01,3.051e-04,0.000e+00
8.0,7.0,2.5498667e-01,1.785e-04,0.000e+00
8.0,7.0,2.5668527e-01,1.063e-02,0.000e+00
8.0,7.0,2.5787447e-01,2.535e-03,0.000e+00
8.0,7.0,2.5798155e-01,3.780e-06,0.000e+00
8.0,7.0,2.5828226e-01,5.624e-04,0.000e+00
8.0,7.0,2.5871375e-01,8.310e-03,0.000e+00
8.0,7.0,2.6196469e-01,6.904e-03,0.000e+00
8.0,7.0,2.6289145e-01,4.290e-03,0.000e+00
8.0,7.0,2.6398451e-01,2.158e-04,0.000e+00
8.0,7.0,2.6482287e-01,1.411e-02,0.000e+00
8.0,7.0,2.6522018e-01,7.781e-04,0.000e+00
8.0,7.0,2.6667274e-01,1.850e-03,0.000e+00
8.0,7.0,2.6826427e-01,1.976e-03,0.000e+00
8.0,7.0,2.6995148e-01,1.220e-03,0.000e+00
8.0,7.0,2.7082492e-01,1.373e-02,0.000e+00
8.0,7.0,2.7276273e-01,2.292e-02,0.000e+00
8.0,7.0,2.7464130e-01,1.797e-02,0.000e+00
8.0,7.0,2.7483176e-01,2.249e-02,0.000e+00
8.0,7.0,2.7497118e-01,2.916e-02,0.000e+00
8.0,7.0,2.7618134e-01,3.526e-04,0.000e+00
8.0,7.0,2.7634947e-01,6.153e-04,0.000e+00
8.0,7.0,2.7674952e-01,1.065e-04,0.000e+00
8.0,7.0,2.7798064e-01,2.153e-03,0.000e+00
8.0,7.0,2.7839253e-01,1.619e-04,0.000e+00
8.0,7.0,2.7997585e-01,1.054e-02,0.000e+00
8.0,7.0,2.8070213e-01,3.562e-02,0.000e+00
8.0,7.0,2.8231461e-01,8.405e-05,0.000e+00
8.0,7.0,2.8256430e-01,3.133e-03,0.000e+00
8.0,7.0,2.8332703e-01,8.572e-03,0.000e+00
8.0,7.0,2.8531496e-01,1.618e-02,0.000e+00
8.0,7.0,2.8580157e-01,5.710e-03,0.000e+00
8.0,7.0,2.8588176e-01,1.328e-04,0.000e+00
8.0,7.0,2.8721312e-01,1.369e-02,0.000e+00
8.0,7.0,2.8845108e-01,8.945e-04,0.000e+00
8.0,7.0,2.8880374e-01,1.697e-03,0.000e+00
8.0,7.0,2.8974371e-01,4.751e-04,0.000e+00
8.0,7.0,2.9153753e-01,2.319e-05,0.000e+00
8.0,7.0,2.9230755e-01,3.289e-08,0.000e+00
8.0,7.0,2.9335779e-01,2.012e-02,0.000e+00
8.0,7.0,2.9427589e-01,1.880e-04,0.000e+00
8.0,7.0,2.9440164e-01,1.644e-02,0.000e+00
8.0,7.0,2.9470008e-01,1.321e-02,0.000e+00
8.0,7.0,2.9651168e-01,4.020e-02,0.000e+00
8.0,7.0,2.9706618e-01,3.719e-04,0.000e+00
8.0,7.0,2.9835744e-01,5.083e-02,0.000e+00
8.0,7.0,3.0065793e-01,1.332e-02,0.000e+00
8.0,7.0,3.0125253e-01,1.025e-02,0.000e+00
8.0,7.0,3.0136006e-01,2.779e-03,0.000e+00
8.0,7.0,3.0199203e-01,7.110e-04,0.000e+00
8.0,7.0,3.0302768e-01,1.197e-05,0.000e+00
8.0,7.0,3.0477685e-01,9.302e-04,0.000e+00
8.0,7.0,3.0570634e-01,1.008e-02,0.000e+00
8.0,7.0,3.0691058e-01,2.266e-02,0.000e+00
8.0,7.0,3.0724547e-01,2.283e-04,0.000e+00
8.0,7.0,3.0825333e-01,3.599e-05,0.000e+00
8.0,7.0,3.0852261e-01,1.555e-05,0.000e+00
8.0,7.0,3.0925891e-01,5.786e-04,0.000e+00
8.0,7.0,3.0959790e-01,8.531e-04,0.000e+00
8.0,7.0,3.0981615e-01,6.049e-03,0.000e+00
8.0,7.0,3.1081627e-01,1.045e-04,0.000e+00
8.0,7.0,3.1159631e-01,5.379e-04,0.000e+00
8.0,7.0,3.1188655e-01,1.979e-03,0.000e+00
